breed_name,description,temperament,popularity_rank,height_min_cm,height_max_cm,weight_min_kg,weight_max_kg,life_expectancy_min,life_expectancy_max,akc_group,dog_api_id,coat_type,origin_country,energy_level,trainability,shedding_level,grooming_frequency,good_with_strangers,size_category,working_dog,image_url_1,image_url_2,hypoallergenic,grooming_cost_tier,exercise_min_per_day,monthly_food_cost_usd,vet_cost_tier,monthly_total_cost_usd,playfulness,affection_level,intelligence,independence,barking_level,protective_instinct,separation_anxiety,good_with_kids,good_with_dogs,good_with_cats,good_with_elderly,apartment_suitable,needs_yard,heat_tolerance,cold_tolerance,urban_suitable,first_time_owner_suitable,experience_required,guard_dog,llm_summary
French Bulldog,"The French Bulldog resembles a Bulldog in miniature, except for the large, erect “bat ears” that are the breed’s trademark feature. The head is large and square, with heavy wrinkles rolled above the extremely short nose. The body beneath the smooth, brilliant coat is compact and muscular.The bright, affectionate Frenchie is a charmer. Dogs of few words, Frenchies don’t bark much—but their alertness makes them excellent watchdogs. They happily adapt to life with singles, couples, or families, and do not require a lot of outdoor exercise. They get on well with other animals and enjoy making new friends of the human variety. It is no wonder that city folk from Paris to Peoria swear by this vastly amusing and companionable breed. The one-of-a-kind French Bulldog, with his large bat ears and even disposition, is one of the world’s most popular small-dog breeds, especially among city dwellers. The Frenchie is playful, alert, adaptable, and completely irresistible.","Adaptable, Playful, Smart",4,27.94,33.02,12.70058636,12.70058636,10.0,12.0,Non-Sporting Group,113,short,France,3.0,3.0,4.0,2.0,3.0,medium,0,https://cdn4.thedogapi.com/optimized/Rvl1BeqaRB.jpg,https://cdn2.thedogapi.com/images/HyWNfxc47_1280.jpg,0,1,30,40,3,75,4,5,3,2,1,2,4,1,1,1,1,1,0,1,1,1,1,1,0,"French Bulldogs are charming, affectionate companions well-suited for apartment living and families with children. Their minimal exercise needs and quiet nature make them ideal for urban environments, though their heat sensitivity and potential health issues require careful management."
French Spaniel,"The French Spaniel is the Epagneul Français in his native country of France. A medium-sized dog, he is elegant, muscled and of medium proportions. His balanced construction provides the energy and toughness essential for his utilization. Highly intelligent in nature, his enthusiasm and willingness to work hard are his heritage. He is very easy to train. Club Contact DetailsClub: French Spaniel Club in the USAName:  Elaine McKinneyEmail: Esspaniel@yahoo.comAddress: 6329 Venus Ave, Bartlett, TN 38134Phone: 901-380-9265 The French Spaniel is balanced, frank, gentle, calm and docile. He is an enthusiastic hunter, sociable with other dogs and an ideal companion in all circumstances. An excellent pointing dog, he also has a talent for retrieving.","Gentle, Sociable, Intelligent",,54.61,60.96,22.6796185,27.2155422,10.0,12.0,Foundation Stock Service,451,medium,France,,,,,,large,0,https://cdn4.thedogapi.com/optimized/7l7CbmRayV.jpg,,0,2,60,50,2,95,4,4,5,3,2,2,3,1,1,1,0,0,1,3,3,0,1,2,0,"French Spaniels are highly intelligent, eager working dogs that thrive with active owners and require substantial daily exercise. Their gentle, sociable temperament makes them excellent family companions, though they need space and consistent training."
German Longhaired Pointer,"German Longhaired Pointers are a gun dog and as such, they are expected to search, point, track and retrieve game. They can excel in all types of hunting situations: waterfowl hunting, searching for upland game birds, or retrieving furred game in the woods or prairies, typically rabbit and squirrel in North America. They have a unique ability in being able to switch from a calm household pet to a fiery, passionate hunter. Having been bred for hunting for over a century, they are a superior, tried and tested hunting companion. Club: German Longhaired Pointer Club of North AmericaName: Del Peterson, PresidentPhone: 509-697-3972Email: glpcna@germanlonghairpointers.com A good way to describe the German Longhaired Pointer is that, in appearance, it’s Continental Europe’s version of a Setter: a pointing dog with full tail and a long coat with dense guard hairs and a moderate undercoat. One noteworthy difference is the GLP’s affection for swimming and, therefore, waterfowl hunting. Coat color reflects the mixture of markings similar to a German Shorthaired Pointer.","Versatile, Calm, Family-Oriented",,55.88,71.12,24.947580350000003,36.2873896,12.0,14.0,Foundation Stock Service,456,long,Germany,4.0,5.0,,2.0,4.0,large,0,https://cdn4.thedogapi.com/optimized/0PFyClsVEl.jpg,,0,2,90,65,2,120,4,4,5,3,2,2,2,1,1,1,0,0,1,3,4,0,1,2,0,"German Longhaired Pointers are versatile, calm family-oriented hunters that excel in active households with access to outdoor space. Their trainability and balanced temperament make them suitable for experienced dog owners willing to meet their significant exercise requirements."
German Pinscher,"Sleek, shiny, and streamlined, German Pinschers are a true dog lover’s delight. They’re eye-catching and elegant but in all ways honestly doggy—nothing fussy or exaggerated. They’ll stand about knee-high to the average adult. Muscles ripple beneath a shimmering coat of red or black-and-blue with red accents. There’s nobility in the elongated, wedge-shaped head, and the dark eyes are alert and eager. German Pinschers move with the kind of strong, free-and-easy gait that tells you this is a confident companion, up for anything the day might bring. The sleek, no-frills German Pinscher is among Germany’s oldest breeds and the prototype of other pinscher breeds. This energetic, super-intelligent dog was at first used as a rat catcher but can be trained for all types of canine work.","Courageous, Intelligent, Vivacious",134,43.18,50.8,11.33980925,20.41165665,12.0,14.0,Working Group,114,short,Germany,5.0,3.0,3.0,2.0,3.0,medium,1,https://cdn2.thedogapi.com/images/B1u4zgqE7_1280.jpg,https://cdn4.thedogapi.com/optimized/j1G4ppvAsp.jpg,0,1,60,45,1,70,5,3,4,4,3,4,2,1,0,0,0,0,1,4,2,0,0,3,1,"German Pinschers are courageous, intelligent dogs with high energy and strong prey drives requiring experienced owners. They are best suited for families with adequate space and need firm training and socialization to manage their protective instincts."
German Shepherd Dog,"German Shepherd Dogs can stand as high as 26 inches at the shoulder and, when viewed in outline, presents a picture of smooth, graceful curves rather than angles. The natural gait is a free-and-easy trot, but they can turn it up a notch or two and reach great speeds.There are many reasons why German Shepherds stand in the front rank of canine royalty, but experts say their defining attribute is character: loyalty, courage, confidence, the ability to learn commands for many tasks, and the willingness to put their life on the line in defense of loved ones. German Shepherds will be gentle family pets and steadfast guardians, but, the breed standard says, there’s a “certain aloofness that does not lend itself to immediate and indiscriminate friendships.” Generally considered dogkind’s finest all-purpose worker, the German Shepherd Dog is a large, agile, muscular dog of noble character and high intelligence. Loyal, confident, courageous, and steady, the German Shepherd is truly a dog lover’s delight.","Confident, Courageous, Smart",2,55.88,66.04,22.6796185,40.8233133,7.0,10.0,Herding Group,115,double,Germany,3.0,5.0,4.0,3.0,3.0,large,1,https://cdn4.thedogapi.com/optimized/kc6oAx2b3X.jpg,https://cdn2.thedogapi.com/images/SJyBfg5NX_1280.jpg,0,2,120,75,2,135,3,4,5,3,3,5,3,1,1,1,0,0,1,3,4,0,0,2,1,"German Shepherd Dogs are confident, courageous, and highly intelligent working dogs that excel in roles requiring protection and training. They require experienced owners who can provide substantial daily exercise, consistent training, and proper socialization to manage their strong protective instincts."
German Shorthaired Pointer,"Male German Shorthaired Pointers stand between 23 and 25 inches at the shoulder and weigh anywhere from 55 to 70 pounds; females run smaller. The coat is solid liver (a reddish brown), or liver and white in distinctive patterns. The dark eyes shine with enthusiasm and friendliness. Built to work long days in the field or at the lake, GSPs are known for power, speed, agility, and endurance. “Noble” and “aristocratic” are words often used to describe the overall look.GSPs make happy, trainable pets who bond firmly to their family. They are always up for physical activities like running, swimming, organized dog sports—in fact, anything that will burn some of their boundless energy while spending outdoors time with a human buddy. The versatile, medium-sized German Shorthaired Pointer is an enthusiastic gundog of all trades who thrives on vigorous exercise, positive training, and a lot of love. GSP people call their aristocratic companions the “perfect pointer.”","Friendly, Smart, Willing to Please",9,53.34,63.5,20.41165665,31.751465900000003,10.0,12.0,Sporting Group,116,short,Germany,5.0,5.0,4.0,3.0,4.0,large,0,https://cdn4.thedogapi.com/optimized/A7aYZ5fINU.jpg,https://cdn2.thedogapi.com/images/SJqBMg5Nm_1280.jpg,0,2,120,70,2,135,5,4,5,3,2,2,2,1,1,1,0,0,1,4,3,0,1,2,0,"German Shorthaired Pointers are friendly, happy, and highly trainable sporting dogs perfect for active families with outdoor space. Their intelligence and willing nature make them suitable for first-time owners who can commit to substantial daily exercise and mental stimulation."
German Spitz,"Spitz breeds like the German Spitz are captivating on account of their beautiful coats, made to stand off by a plentiful undercoat. Particularly impressive is his strong, mane-like collar around his neck, called a ruff, and the bushy tail carried boldly over his back. His foxy head, alert eyes, and small, pointed, closely-set ears give the German Spitz his unique cheeky appearance. His coat comes in a variety of colors including white, black, cream, gold, black and tan, sable, and chocolate brown. Though easily trainable, this lively and intelligent breed can also have an independent streak. If properly trained (so as not to be too noisy) and well socialized, the German Spitz will be happy mingling with other people and dogs. The German Spitz is always attentive, lively and exceptionally devoted to his owner. He is very teachable and easy to train. His distrust towards strangers and lack of hunting instinct make him the ideal watchdog for the home. His indifference to weather, robustness and longevity are his most outstanding attributes.","Devoted, Lively, Attentive",,30.48,38.1,10.88621688,11.79340162,13.0,15.0,Foundation Stock Service,117,double,Germany,3.0,5.0,3.0,3.0,3.0,medium,0,,,0,3,45,35,1,90,4,4,5,3,4,3,3,1,1,1,1,1,0,2,5,1,1,1,0,"German Spitz are devoted, lively dogs with beautiful double coats requiring regular grooming investment. Their intelligent and attentive nature makes them excellent family companions suitable for various living situations, though they can be vocal."
German Wirehaired Pointer,"Standing as high as 26 inches at the shoulder, GWPs are a bit taller and heavier than their close relative, the German Shorthaired Pointer. GWPs are balanced, well muscled, resilient, agile, and generally built to beat the bushes all day long without tiring. The harsh wire coat protects against thorny underbrush and foul weather, and the shaggy beard and eyebrows complete an intelligent, worldly expression.“The need for running in the great outdoors is a must!” says one veteran owner. “This breed will not be happy to be on the couch all day.” GWPs are bright and eager, but their independent, inquisitive nature might frustrate novice owners. A good fit for those looking for a loving companion who enjoys sports and togetherness. With his sporty weatherproof coat and can-do attitude, the noble German Wirehaired Pointer is a versatile, sturdy gundog who thrives on outdoor activity. Around the house, the GWP is an eager, affectionate, and amusing family companion.","Affectionate, Eager, Enthusiastic",63,55.88,66.04,22.6796185,31.751465900000003,14.0,16.0,Sporting Group,118,wire,Germany,5.0,5.0,4.0,3.0,3.0,large,0,https://cdn4.thedogapi.com/optimized/vkQ7J4dsDD.jpg,,0,3,120,75,2,155,4,4,5,3,2,2,2,1,1,1,0,0,1,3,4,0,1,2,0,"German Wirehaired Pointers are affectionate, eager hunters that require substantial daily outdoor exercise and regular grooming. Their intelligence and enthusiasm make them excellent working companions for active families with adequate space."
Giant Schnauzer,"A well-bred Giant Schnauzer closely resembles the Standard Schnauzer—only bigger. As their name suggests, Giants are imposing.A male might stand as high as 27.5 inches at the shoulder and weigh 95 pounds. The muscular, substantial body is, as the breed’s fanciers put it, a “bold and valiant figure of a dog.” The double coat is either solid black or “pepper and salt.” Familiar characteristics of the Mini, Standard, and Giant are a harsh beard and eyebrows, accentuating a keen, sagacious expression. The Giant Schnauzer is a larger and more powerful version of the Standard Schnauzer, and he should, as the breed standard says, be a “bold and valiant figure of a dog.” Great intelligence and loyalty make him a stellar worker and companion.","Loyal, Alert, Trainable",78,59.69,69.85,24.947580350000003,38.55535145,12.0,15.0,Working Group,119,wire,Germany,5.0,4.0,,4.0,3.0,large,1,https://cdn2.thedogapi.com/images/H1NIzlcV7_1280.jpg,https://cdn4.thedogapi.com/optimized/Ygv4UKHpCW.jpg,0,3,90,85,2,170,4,3,5,3,4,4,2,1,0,0,0,0,1,3,4,0,0,3,1,"Giant Schnauzers are loyal, alert, and imposing working dogs that require experienced owners capable of providing firm training and socialization. Their size, protective instincts, and need for regular grooming make them best suited for households with substantial space and commitment."
Glen of Imaal Terrier,"Glens are scruffy, sturdy, low-slung terriers standing no more than 14 inches at the shoulder. There’s nothing fancy or fussed-over about Glens.Rather, their wiry no-frills coat, broad head, and bowed front legs suggest a working farm dog from a time and place where substance was more important than style. And yet, they’re also ridiculously cute. It takes a heart of stone to resist reaching down to give a Glen a scratch behind the ear and a pat on the well-muscled rump. Gentler, less excitable than most terriers, but still bold and spirited, the double-coated Glen of Imaal Terrier is named for one of Ireland's most remote locales. The brave but docile Glen is a strong, no-fuss dog built for hard work.","Gentle, Spirited, Bold",174,31.75,35.56,14.51495584,18.1436948,10.0,15.0,Terrier Group,120,wire,"Glen of Imaal, County Wicklow, Ireland",3.0,3.0,3.0,3.0,3.0,medium,0,https://cdn2.thedogapi.com/images/H1oLMe94m_1280.jpg,https://cdn4.thedogapi.com/optimized/lzq3JY4LXN.jpg,0,2,45,35,1,75,3,4,3,3,3,2,2,1,0,0,1,1,0,3,4,1,1,1,0,"Glen of Imaal Terriers are gentle, spirited dogs that are less excitable than other terriers and suitable for families with children. Their modest exercise needs and compact size make them adaptable to various living situations, though they retain typical terrier prey drive."
Golden Retriever,"The Golden Retriever is a sturdy, muscular dog of medium size, famous for the dense, lustrous coat of gold that gives the breed its name. The broad head, with its friendly and intelligent eyes, short ears, and straight muzzle, is a breed hallmark. In motion, Goldens move with a smooth, powerful gait, and the feathery tail is carried, as breed fanciers say, with a “merry action.”The most complete records of the development of the Golden Retriever are included in the record books that were kept from 1835 until about 1890 by the gamekeepers at the Guisachan (pronounced Gooeesicun) estate of Lord Tweedmouth at Inverness-Shire, Scotland. These records were released to public notice in Country Life in 1952, when Lord Tweedmouth’s great-nephew, the sixth Earl of Ilchester, historian and sportsman, published material that had been left by his ancestor. They provided factual confirmation to the stories that had been handed down through generations.Goldens are outgoing, trustworthy, and eager-to-please family dogs, and relatively easy to train. They take a joyous and playful approach to life and maintain this puppyish behavior into adulthood. These energetic, powerful gundogs enjoy outdoor play. For a breed built to retrieve waterfowl for hours on end, swimming and fetching are natural pastimes. The Golden Retriever, an exuberant Scottish gundog of great beauty, stands among America’s most popular dog breeds. They are serious workers at hunting and field work, as guides for the blind, and in search-and-rescue, enjoy obedience and other competitive events, and have an endearing love of life when not at work.","Friendly, Intelligent, Devoted",3,54.61,60.96,24.947580350000003,34.01942775,10.0,12.0,Sporting Group,121,double,Scotland,5.0,5.0,3.0,3.0,4.0,large,0,https://cdn2.thedogapi.com/images/HJ7Pzg5EQ_1280.jpg,https://cdn4.thedogapi.com/optimized/X9w40D9ojT.jpg,0,2,60,80,2,120,5,5,5,2,2,2,4,1,1,1,1,0,1,3,4,0,1,1,0,"Golden Retrievers are friendly, intelligent, and highly trainable dogs that excel as family companions and service animals. They require substantial daily exercise and regular grooming but reward their owners with unwavering loyalty and affection. Ideal for active families with space, though their social nature makes them unsuitable as guard dogs."
Gordon Setter,"Gordons are the largest and most substantial of the setters—a big male might stand 27 inches at the shoulder and weigh 80 pounds. The stunning coat is a glistening black, with tan markings and long hair on the ears, belly, legs, chest, and tail. Tan spots above the bright brown eyes point up a wise and willing expression. Like other Scots breeds, from the compact Scottish Terrier to the majestic Scottish Deerhound, Gordons were built to withstand their homeland’s tough terrain and foul weather. The Gordon Setter, the black avenger of the Highlands, is a substantial bird dog named for a Scottish aristocrat. Athletic and outdoorsy, Gordons are bold, confident, and resolute in the field, and sweetly affectionate by the fireside.","Affectionate, Confident, Bold",115,58.42,68.58,20.41165665,36.2873896,12.0,13.0,Sporting Group,123,long,Scotland,5.0,3.0,3.0,3.0,3.0,large,0,https://cdn2.thedogapi.com/images/SJ5vzx5NX_1280.jpg,https://cdn4.thedogapi.com/optimized/GFuEqzH0Fq.jpg,0,3,75,85,2,150,4,4,4,3,3,3,3,1,1,0,1,0,1,2,5,0,0,2,0,"Gordon Setters are elegant, confident hunting dogs requiring experienced owners who can provide substantial daily exercise and professional grooming. Their bold temperament and high energy make them better suited for active families than apartments or first-time owners. They form strong bonds with their families but demand consistent training and socialization."
Grand Basset Griffon Vendéen,"First, let’s deal with the name. Roughly translated, it means “Large, low, shaggy dog of the Vendée” and is pronounced “Grand-Bah-SAY Gree-FOHN VON-day-uhn.” Now, let’s have a look at the dog: He’s a sweet-faced, long-eared fellow in a shaggy coat whose mustache, beard, and profuse eyebrows suggest the look of a worldly but amiable Frenchman. Beneath the Grand’s Old World charm is a rugged, sturdily-built bruiser who is deceptively quick and light-footed. The stamina and courage of these longer-than-tall hunters is the stuff of Gallic legend. The Grand Basset Griffon Vendéen is a French scenthound. Somewhat active and never high-strung, yet GBGVs are busy dogs who don’t tire easily.","Independent, Happy, Outgoing",177,39.37,45.72,18.1436948,20.41165665,13.0,15.0,Hound Group,463,wire,"Vendée region, France",5.0,3.0,3.0,3.0,4.0,medium,0,https://cdn4.thedogapi.com/optimized/quzLpWsNBj.jpg,,0,2,70,75,1,110,4,4,3,4,4,2,2,1,1,0,0,0,1,3,4,0,0,2,0,"Grand Basset Griffon Vendéens are independent, energetic hound dogs with strong prey drives requiring secure fencing and experienced owners. Their happy, outgoing nature makes them good family companions but they can be stubborn and need consistent training. These dogs are best suited for active homes where their hunting instincts can be appropriately managed."
Great Dane,"As tall as 32 inches at the shoulder, Danes tower over most other dogs—and when standing on their hind legs, they are taller than most people. These powerful giants are the picture of elegance and balance, with the smooth and easy stride of born noblemen. The coat comes in different colors and patterns, perhaps the best-known being the black-and-white patchwork pattern known as “harlequin.”Despite their sweet nature, Danes are alert home guardians. Just the sight of these gentle giants is usually enough to make intruders think twice. But those foolish enough to mistake the breed’s friendliness for softness will meet a powerful foe of true courage and spirit. Patient with kids, Danes are people pleasers who make friends easily. The easygoing Great Dane, the mighty “Apollo of Dogs,” is a total joy to live with—but owning a dog of such imposing size, weight, and strength is a commitment not to be entered into lightly. This breed is indeed great, but not a Dane.","Friendly, Patient, Dependable",16,71.12,81.28,49.895160700000005,79.37866475,7.0,10.0,Working Group,124,short,Germany,4.0,3.0,3.0,2.0,3.0,giant,1,https://cdn2.thedogapi.com/images/B1Edfl9NX_1280.jpg,https://cdn4.thedogapi.com/optimized/MmjpsRG5IG.jpg,0,1,45,120,3,170,3,4,3,2,2,3,3,1,1,1,1,1,0,2,2,1,0,2,1,"Great Danes are gentle giants that can adapt to apartments despite their size, requiring moderate exercise and minimal grooming. However, they are prone to serious health issues and have significant veterinary costs, making them better suited for experienced owners with resources. Their calm, friendly temperament makes them excellent family companions when properly trained."
Great Pyrenees,"Frequently described as “majestic,” Pyrs are big, immensely strong mountain dogs standing as high as 32 inches at the shoulder and often tipping the scales at more than 100 pounds. These steadfast guardians usually exhibit a Zen-like calm, but they can quickly spring into action and move with grace and speed to meet a threat. The lush weatherproof coat is all white, or white with markings of beautiful shades of gray, tan, reddish-brown, or badger. The Great Pyrenees is a large, thickly coated, and immensely powerful working dog bred to deter sheep-stealing wolves and other predators on snowy mountaintops. Pyrs today are mellow companions and vigilant guardians of home and family.","Smart, Patient, Calm",66,63.5,81.28,38.55535145,45.359237,10.0,12.0,Working Group,,double,,5.0,3.0,3.0,3.0,3.0,giant,1,,,0,3,55,100,2,160,2,3,4,4,3,5,2,1,0,0,1,0,1,2,5,0,0,3,1,"Great Pyrenees are powerful livestock guardians with strong protective instincts requiring experienced owners and secure, spacious properties. Their thick double coats demand regular grooming, and their independent nature makes them challenging to train and control. These dogs are best suited for rural homes where their guarding abilities and cold tolerance can be properly utilized."
Greater Swiss Mountain Dog,"“Greater” than what? Well, standing as high as 28.5 inches and weighing as much as a midsize human, a Greater Swiss might easily be greater than you.Swissies are immensely strong, yet agile enough to move a flock across the sloping foot of a mountain. The coat is a striking tricolor—black, red, and white. The head and muzzle typically have a white marking (the “blaze”), setting off a sweet expression. Several big mountain-dog breeds are described as “majestic,” but Swissies practically invented the word. The Greater Swiss Mountain Dog is a large, immensely strong worker famous for a dense coat of striking black, red, and white markings. Dependable and faithful Swissies earned their feed as herders, drafters, and all-around pasture dogs.","Faithful, Family-Oriented, Dependable",74,59.69,72.39,38.55535145,63.502931800000006,8.0,11.0,Working Group,126,double,Switzerland,4.0,3.0,3.0,3.0,3.0,giant,1,https://cdn4.thedogapi.com/optimized/DvUSQI2TdY.jpg,,0,2,60,95,2,135,3,4,4,3,2,3,3,1,1,1,1,0,1,2,5,0,0,2,1,"Greater Swiss Mountain Dogs are loyal, family-oriented working dogs that thrive in cool climates and require substantial daily exercise and space. Their dependable temperament and social nature make them good family companions, but they require experienced owners and are prone to heat sensitivity. These dogs excel in active households with yards where their working heritage can be appreciated."
Greyhound,"Greyhounds are the essence of the dog breeder’s credo “Form follows function.” From the narrow, aerodynamic skull to the shock-absorbing pads of the feet, Greyhounds are perfectly constructed for high-speed pursuit. The lean beauty of the Greyhound’s “inverted S” shape, created by the deep chest curving gently into a tightly tucked waist, has been an object of fascination for artists, poets, and kings for as long as human beings have called themselves civilized. Greyhounds are the template from which other coursing hounds have been struck. The champion sprinter of dogdom, the Greyhound dog breed is a gentle, noble, and sweet-tempered companion with an independent spirit. For thousands of years these graceful hounds have been an object of fascination for artists, poets, and kings.","Gentle, Independent, Noble",145,68.58,76.2,27.2155422,31.751465900000003,10.0,13.0,Hound Group,127,short,Ancient Egypt/Middle East,4.0,3.0,3.0,2.0,4.0,large,0,https://cdn4.thedogapi.com/optimized/fVVxWR2qse.jpg,https://cdn2.thedogapi.com/images/ryNYMx94X_1280.jpg,0,1,60,60,1,80,3,3,3,4,1,1,2,1,0,0,1,1,0,2,1,1,1,1,0,"Greyhounds are gentle, elegant dogs with minimal grooming needs and low barking tendencies, making them suitable for apartments and first-time owners. They require regular exercise but have a calm indoor demeanor and form gentle bonds with their families. However, their high prey drive makes them unsuitable for homes with cats or small dogs."
Hamiltonstovare,"Hamiltonstovare are most commonly multi-purpose dogs; they are hunters, show dogs, and pets, all in one regal and versatile little package. As a hound, they follow their nose wherever it goes (and will not return for a good long while), so leashes and fences are a necessity with this breed. Unlike most scent hounds though, the Hamiltonstovare has an extremely high prey drive for both scent and sight. They can make excellent lure coursing dogs. In the home, they are a lazy, low maintenance dog who rarely sheds. Very food motivated, they can be easy to train despite their hound stubbornness, but higher competitive obedience levels are not usually an option. The only major problem with this breed is accessibility; there is only one breeder of Hamiltonstovare in the United States. Unfortunately, Hamiltonstovare have a rescue problem in the US as well, and some can be found in rural shelters in Virginia, North Carolina, West Virginia, Kentucky, South Carolina and Tennessee. Club Contact DetailsClub: Hamiltonstovare Club of AmericaName: Ashley HammockEmail: OceaniaHamilton@hotmail.comAddress: 2311 Chapel Hill Rd, Goochland, Va 23063 The Hamiltonstovare is a versatile scent hound, bred to hunt hare and fox in Sweden. When not hunting, they can be found in the show ring, as their striking color makes them a stunning show dog. Hamiltons have been used as service dogs in America since the late 90s, where their versatility and close bond with their people shine.","Agile, Versatile, Regal",,48.26,60.96,18.1436948,34.01942775,14.0,17.0,Foundation Stock Service,476,short,Sweden,4.0,3.0,2.0,2.0,4.0,large,0,https://cdn4.thedogapi.com/optimized/YKh88C42fy.jpg,,0,1,70,70,1,95,4,3,4,4,3,2,1,1,1,0,0,0,1,3,4,0,0,2,0,"Hamiltonstovares are energetic, independent hunting dogs with strong prey drives requiring secure fencing and experienced owners committed to their exercise needs. These versatile hounds are low-maintenance regarding grooming but demand an active lifestyle and cannot be trusted off-leash around small animals. They make excellent companions for experienced hunters and active families."
Hanoverian Scenthound,"Hailing from Germany, The Hanoverian Scenthound is the Hannoverscher Schweißhund in its native language. In general appearance, the highly efficient Hanoverian is of medium-large size, well proportioned and powerful. Well set strongly muscled fore and hind limbs qualify him for tireless work. His broad, deep chest provides ample room for the lungs and enables long, strenuous chases. The slightly wrinkled forehead and the clear, dark eyes produce the serious expression typical of the Hanoverian Scenthound. Also typical for the breed is the red primary color of the coat, which can vary from a pale fawn color to a dark brindle, appearing almost black. The Hanoverian Scenthound has a calm and assured temperament, at the same time sensitive with his handler, and choosy and discerning with strangers. He has high capabilities of concentration in any tracking work with strong loyalty to the hunter in charge.","Loyal, Independent, Calm",,48.26,53.34,35.83379723,44.905644630000005,10.0,14.0,Foundation Stock Service,477,short,Germany,3.0,3.0,2.0,2.0,3.0,large,0,https://cdn4.thedogapi.com/optimized/4CrTr8PqD0.jpg,,0,1,65,75,1,100,2,3,4,4,2,2,1,1,1,0,0,0,1,3,4,0,0,2,0,"Hanoverian Scenthounds are calm, independent working dogs bred for tireless hunting and tracking, best suited for experienced owners with active lifestyles. Their strong prey drive and need for secure fencing make them unsuitable for homes with small pets or apartment living. These loyal, efficient hunters thrive when their tracking abilities and exercise needs are properly managed."
Harrier,"Somewhat resembling a Beagle with a gym membership, Harriers are larger, more powerful hounds than their diminutive cousin—but smaller than the English Foxhound, a breed used in their development. Standing between 19 and 21 inches at the shoulder, Harriers have the timeless look of a working pack hound: a short, smart-looking coat; low-set, velvety ears; an irresistibly sweet face; and enough muscle and sinew to endure a long day’s hunt. A well-built Harrier will cover ground with a smooth, efficient gait. The Harrier is a swift, prey-driven pack hound of medium size first bred in medieval England to chase hare. Outgoing and friendly, the Harrier is much larger than the Beagle but smaller than another close relative, the English Foxhound.","Friendly, Outgoing, People-Oriented",189,48.26,53.34,20.41165665,27.2155422,12.0,15.0,Hound Group,129,short,England,5.0,4.0,3.0,3.0,4.0,large,0,https://cdn2.thedogapi.com/images/B1IcfgqE7_1280.jpg,https://cdn4.thedogapi.com/optimized/6H9mhrLwdk.jpg,0,2,75,70,1,110,4,4,4,3,3,2,2,1,1,0,0,0,1,3,4,0,0,2,0,"Harriers are friendly, people-oriented hunting hounds that require substantial daily exercise and secure fencing due to their strong prey drive. Their outgoing temperament and pack mentality make them good with children and other dogs, but they need experienced owners who understand hound behavior. These energetic dogs thrive in active homes where their hunting heritage is respected."
Havanese,"Distinctive features of the Havanese include a curled-over tail and a gorgeous silky coat, which comes in a variety of colors. Some owners enjoy cording the coat, in the manner of a Puli, and others clip it short to reduce grooming time. Happily, Havenese are just as cute no matter what hairdo you give them.Their small but sturdy bodies, adaptable nature, and social skills make Havanese an ideal city dog, but they are content to be anywhere that they can command the attention of admirers young and old alike. Havanese, smart and trainable extroverts with the comic instincts of a born clown, are natural trick dogs. Havanese are also excellent watchdogs and take the job seriously, but will usually keep the barking to a minimum. Havanese, the only dog breed native to Cuba, are cheerful little dogs with a spring in their step and a gleam in their big, brown eyes. These vivacious and sociable companions are becoming especially popular with American city dwellers.","Intelligent, Outgoing, Funny",24,21.59,29.21,3.17514659,5.8967008100000005,14.0,16.0,Toy Group,130,long,Cuba,3.0,4.0,3.0,3.0,5.0,small,0,https://cdn4.thedogapi.com/optimized/8bzLyVs2dA.jpg,https://cdn2.thedogapi.com/images/rkXiGl9V7_1280.jpg,0,3,30,25,1,75,4,5,4,2,3,1,4,1,1,1,1,1,0,3,2,1,1,1,0,"Havanese are affectionate toy dogs ideal for city living and apartment dwellers. They are highly social, playful, and adaptable companions that thrive on human attention and interaction. Their long, silky coat requires regular grooming but their small size and friendly temperament make them excellent family pets."
Hokkaido,"The Hokkaido is a medium-sized, strongly-built dog. They have longer, thicker coats than the other Japanese breeds, and also have wider chests and smaller ears. Like all the Nihon Ken, they have a double coat made up of protective, coarse outer guard hairs, and a fine, thick undercoat that is shed seasonally. The breed comes in several colors: white, red, black, brindle, sesame, and wolf grey. With early training, the Hokkaido is a very loyal and dedicated companion who wants to please his human family. They are incredibly intelligent thinkers and problem solvers, and they excel at tasks given to them. If not socialized properly, however, Hokkaido can become wary of strangers and protective of their families. The breed is extremely rare outside its native country. In Japan, there is an estimated population of around 10,000-12,000, and yearly registrations of between 900-1000. The Hokkaido is a dog of noteworthy endurance and dignity. His temperament is faithful, docile, very alert, and bold. He also shows accurate judgement and great stamina.","Dignified, Alert, Devoted",,45.72,50.8,19.95806428,29.937096420000003,12.0,15.0,Foundation Stock Service,480,double,"Hokkaido, Japan",4.0,,3.0,3.0,,large,0,https://cdn4.thedogapi.com/optimized/HjEiNecppQ.jpg,,0,2,60,45,1,65,3,4,4,4,3,4,2,1,0,0,0,0,1,2,5,0,0,2,1,"The Hokkaido is a loyal, dignified Japanese breed with strong guarding instincts and high exercise needs. Early socialization and training are essential as they can be independent and protective of their territory. They thrive with experienced owners who can provide firm leadership and require adequate space to roam."
